"Make","Model","Vehicle Class","Engine Size(L)","Cylinders","Transmission","Fuel Type","Fuel Consumption Comb (L/100 km)","CO2 Emissions(g/km)"
"MERCEDES-BENZ","SL 550","TWO-SEATER",4.7,8,"AS7","Z",11.9,274
"MERCEDES-BENZ","SL 63 AMG","TWO-SEATER",5.5,8,"AS7","Z",12.4,285
"MERCEDES-BENZ","SL 65 AMG","TWO-SEATER",6,12,"AS7","Z",14.2,327
"MERCEDES-BENZ","SLK 250","TWO-SEATER",1.8,4,"AS7","Z",9,207
"MERCEDES-BENZ","SLK 250","TWO-SEATER",1.8,4,"M6","Z",9,207
"MERCEDES-BENZ","SLK 350","TWO-SEATER",3.5,6,"AS7","Z",9.8,225
"MERCEDES-BENZ","SLK 55 AMG","TWO-SEATER",5.5,8,"AS7","Z",10.6,244
"MERCEDES-BENZ","SLS AMG GT COUPE","TWO-SEATER",6.2,8,"AM7","Z",15.6,359
"MERCEDES-BENZ","SLS AMG GT ROADSTER","TWO-SEATER",6.2,8,"AM7","Z",15.6,359
"MINI","COOPER 3 DOOR","SUBCOMPACT",1.5,3,"AS6","Z",7.5,172
"MINI","COOPER 3 DOOR","SUBCOMPACT",1.5,3,"M6","Z",7.1,163
"MINI","COOPER 5 DOOR","SUBCOMPACT",1.5,3,"AS6","Z",7.5,172
"MINI","COOPER 5 DOOR","SUBCOMPACT",1.5,3,"M6","Z",7.2,166
"MINI","COOPER CONVERTIBLE","MINICOMPACT",1.6,4,"AS6","Z",7.7,177
"MINI","COOPER CONVERTIBLE","MINICOMPACT",1.6,4,"M6","Z",7.5,172
"MINI","COOPER COUNTRYMAN","COMPACT",1.6,4,"AS6","Z",8.7,200
"MINI","COOPER COUNTRYMAN","COMPACT",1.6,4,"M6","Z",7.5,172
"MINI","COOPER COUPE","TWO-SEATER",1.6,4,"AS6","Z",7.6,175
"MINI","COOPER COUPE","TWO-SEATER",1.6,4,"M6","Z",7.3,168
"MINI","COOPER PACEMAN","COMPACT",1.6,4,"AS6","Z",8.7,200
"MINI","COOPER PACEMAN","COMPACT",1.6,4,"M6","Z",7.5,172
"MINI","COOPER ROADSTER","TWO-SEATER",1.6,4,"AS6","Z",7.7,177
"MINI","COOPER ROADSTER","TWO-SEATER",1.6,4,"M6","Z",7.5,172
"MINI","COOPER S 3 DOOR","SUBCOMPACT",2,4,"AS6","Z",8.2,189
"MINI","COOPER S 3 DOOR","SUBCOMPACT",2,4,"M6","Z",8.6,198
"MINI","COOPER S 5 DOOR","SUBCOMPACT",2,4,"AS6","Z",8.2,189
"MINI","COOPER S 5 DOOR","SUBCOMPACT",2,4,"M6","Z",8.6,198
"MINI","COOPER S CONVERTIBLE","MINICOMPACT",1.6,4,"AS6","Z",8.1,186
"MINI","COOPER S CONVERTIBLE","MINICOMPACT",1.6,4,"M6","Z",8.1,186
"MINI","COOPER S COUNTRYMAN ALL4","COMPACT",1.6,4,"AS6","Z",9,207
"MINI","COOPER S COUNTRYMAN ALL4","COMPACT",1.6,4,"M6","Z",8.7,200
"MINI","COOPER S COUPE","TWO-SEATER",1.6,4,"AS6","Z",8.1,186
"MINI","COOPER S COUPE","TWO-SEATER",1.6,4,"M6","Z",8.1,186
"MINI","COOPER S PACEMAN ALL4","COMPACT",1.6,4,"AS6","Z",9,207
"MINI","COOPER S PACEMAN ALL4","COMPACT",1.6,4,"M6","Z",8.7,200
"MINI","COOPER S ROADSTER","TWO-SEATER",1.6,4,"AS6","Z",8.1,186
"MINI","COOPER S ROADSTER","TWO-SEATER",1.6,4,"M6","Z",8.1,186
"MINI","JOHN COOPER WORKS","SUBCOMPACT",2,4,"AS6","Z",8.4,193
"MINI","JOHN COOPER WORKS","SUBCOMPACT",2,4,"M6","Z",9.2,212
"MINI","JOHN COOPER WORKS CONVERTIBLE","MINICOMPACT",1.6,4,"AS6","Z",8.1,186
"MINI","JOHN COOPER WORKS CONVERTIBLE","MINICOMPACT",1.6,4,"M6","Z",8.1,186
"MINI","JOHN COOPER WORKS COUNTRYMAN ALL4","COMPACT",1.6,4,"AS6","Z",9,207
"MINI","JOHN COOPER WORKS COUNTRYMAN ALL4","COMPACT",1.6,4,"M6","Z",8.7,200
"MINI","JOHN COOPER WORKS COUPE","TWO-SEATER",1.6,4,"AS6","Z",8.1,186
"MINI","JOHN COOPER WORKS COUPE","TWO-SEATER",1.6,4,"M6","Z",8.1,186
"MINI","JOHN COOPER WORKS PACEMAN ALL4","COMPACT",1.6,4,"AS6","Z",9,207
"MINI","JOHN COOPER WORKS PACEMAN ALL4","COMPACT",1.6,4,"M6","Z",8.7,200
"MINI","JOHN COOPER WORKS ROADSTER","TWO-SEATER",1.6,4,"AS6","Z",8.1,186
"MINI","JOHN COOPER WORKS ROADSTER","TWO-SEATER",1.6,4,"M6","Z",8.1,186
"MITSUBISHI","LANCER","COMPACT",2,4,"AV6","X",8.2,189
"MITSUBISHI","LANCER","COMPACT",2,4,"M5","X",8.4,193
"MITSUBISHI","LANCER AWD","COMPACT",2.4,4,"AV6","X",9.5,219
"MITSUBISHI","LANCER EVOLUTION","COMPACT",2,4,"AM6","Z",12.5,288
"MITSUBISHI","LANCER EVOLUTION","COMPACT",2,4,"M5","Z",12.3,283
"MITSUBISHI","LANCER RALLIART","COMPACT",2,4,"AM6","Z",11.6,267
"MITSUBISHI","LANCER SPORTBACK","STATION WAGON - SMALL",2,4,"AV6","X",8.6,198
"MITSUBISHI","LANCER SPORTBACK","STATION WAGON - SMALL",2,4,"M5","X",8.6,198
"MITSUBISHI","MIRAGE","COMPACT",1.2,3,"AV","X",5.9,136
"MITSUBISHI","MIRAGE","COMPACT",1.2,3,"M5","X",6.4,147
"MITSUBISHI","OUTLANDER","SUV - SMALL",2.4,4,"AV6","X",8.6,198
"MITSUBISHI","OUTLANDER 4WD","SUV - SMALL",2.4,4,"AV6","X",9.1,209
"MITSUBISHI","OUTLANDER 4WD","SUV - SMALL",3,6,"AS6","Z",10.1,232
"MITSUBISHI","RVR","SUV - SMALL",2,4,"AV6","X",8.4,193
"MITSUBISHI","RVR","SUV - SMALL",2,4,"M5","X",8.8,202
"MITSUBISHI","RVR 4WD","SUV - SMALL",2,4,"AV6","X",8.8,202
"MITSUBISHI","RVR 4WD","SUV - SMALL",2.4,4,"AV6","X",9.6,221
"NISSAN","370Z COUPE","TWO-SEATER",3.7,6,"AS7","Z",11.1,255
"NISSAN","370Z COUPE","TWO-SEATER",3.7,6,"M6","Z",11.5,264
"NISSAN","370Z ROADSTER","TWO-SEATER",3.7,6,"AS7","Z",11.5,264
"NISSAN","370Z ROADSTER","TWO-SEATER",3.7,6,"M6","Z",11.8,271
"NISSAN","ALTIMA","MID-SIZE",2.5,4,"AV","X",7.6,175
"NISSAN","ALTIMA","MID-SIZE",3.5,6,"AV","X",9,207
"NISSAN","ARMADA 4WD","SUV - STANDARD",5.6,8,"A5","X",16.6,382
"NISSAN","FRONTIER","PICKUP TRUCK - SMALL",2.5,4,"A5","X",12.3,283
"NISSAN","FRONTIER","PICKUP TRUCK - SMALL",2.5,4,"M5","X",11.3,260
"NISSAN","FRONTIER","PICKUP TRUCK - SMALL",4,6,"A5","X",12.7,292
"NISSAN","FRONTIER 4WD","PICKUP TRUCK - SMALL",4,6,"A5","X",13.7,315
"NISSAN","FRONTIER 4WD","PICKUP TRUCK - SMALL",4,6,"M6","X",13.3,306
"NISSAN","GT-R","SUBCOMPACT",3.8,6,"AM6","Z",12.6,290
"NISSAN","JUKE","STATION WAGON - SMALL",1.6,4,"AV7","X",7.9,182
"NISSAN","JUKE","STATION WAGON - SMALL",1.6,4,"M6","X",7.7,177
"NISSAN","JUKE AWD","STATION WAGON - SMALL",1.6,4,"AV7","X",8.2,189
"NISSAN","JUKE NISMO RS","STATION WAGON - SMALL",1.6,4,"M6","Z",8.3,191
"NISSAN","JUKE NISMO RS AWD","STATION WAGON - SMALL",1.6,4,"AV8","Z",8.8,202
"NISSAN","MICRA","COMPACT",1.6,4,"A4","X",7.8,179
"NISSAN","MICRA","COMPACT",1.6,4,"M5","X",7.7,177
"NISSAN","MURANO","STATION WAGON - MID-SIZE",3.5,6,"AV7","X",9.8,225
"NISSAN","MURANO AWD","STATION WAGON - MID-SIZE",3.5,6,"AV7","X",9.9,228
"NISSAN","NV200 CARGO VAN","SPECIAL PURPOSE VEHICLE",2,4,"AV","X",9.4,216
"NISSAN","PATHFINDER","SUV - SMALL",3.5,6,"AV","X",10.4,239
"NISSAN","PATHFINDER 4WD","SUV - SMALL",3.5,6,"AV","X",10.7,246
"NISSAN","PATHFINDER 4WD PLATINUM","SUV - SMALL",3.5,6,"AV","X",11,253
"NISSAN","PATHFINDER HYBRID 4WD","SUV - STANDARD",2.5,4,"AV","X",8.8,202
"NISSAN","QUEST","MINIVAN",3.5,6,"AV","X",10.5,242
"NISSAN","ROGUE","SUV - SMALL",2.5,4,"AV","X",8.3,191
"NISSAN","ROGUE AWD","SUV - SMALL",2.5,4,"AV","X",8.5,196
"NISSAN","TITAN","PICKUP TRUCK - STANDARD",5.6,8,"A5","X",16.1,370
"NISSAN","TITAN 4WD","PICKUP TRUCK - STANDARD",5.6,8,"A5","X",17.2,396
"NISSAN","SENTRA","MID-SIZE",1.8,4,"AV","X",7.2,166
"NISSAN","SENTRA","MID-SIZE",1.8,4,"M6","X",7.9,182
"NISSAN","VERSA","COMPACT",1.6,4,"AV","X",6.8,156
"NISSAN","VERSA","COMPACT",1.6,4,"M5","X",7.7,177
"NISSAN","XTERRA 4WD","SUV - SMALL",4,6,"A5","X",14.2,327
"NISSAN","XTERRA 4WD","SUV - SMALL",4,6,"M6","X",14.4,331
"PORSCHE","911 CARRERA","MINICOMPACT",3.4,6,"AM7","Z",10.1,232
"PORSCHE","911 CARRERA","MINICOMPACT",3.4,6,"M7","Z",10.6,244
"PORSCHE","911 CARRERA CABRIOLET","MINICOMPACT",3.4,6,"AM7","Z",10.1,232
"PORSCHE","911 CARRERA CABRIOLET","MINICOMPACT",3.4,6,"M7","Z",10.7,246
"PORSCHE","911 CARRERA 4","MINICOMPACT",3.4,6,"AM7","Z",10.2,235
"PORSCHE","911 CARRERA 4","MINICOMPACT",3.4,6,"M7","Z",10.7,246
"PORSCHE","911 CARRERA 4 CABRIOLET","MINICOMPACT",3.4,6,"AM7","Z",10.5,242
"PORSCHE","911 CARRERA 4 CABRIOLET","MINICOMPACT",3.4,6,"M7","Z",10.9,251
"PORSCHE","911 CARRERA 4 GTS","MINICOMPACT",3.8,6,"AM7","Z",11.1,255
"PORSCHE","911 CARRERA 4 GTS","MINICOMPACT",3.8,6,"M7","Z",11.3,260
"PORSCHE","911 CARRERA 4 GTS CABRIOLET","MINICOMPACT",3.8,6,"AM7","Z",11.4,262
"PORSCHE","911 CARRERA 4 GTS CABRIOLET","MINICOMPACT",3.8,6,"M7","Z",11.6,267
"PORSCHE","911 CARRERA 4S","MINICOMPACT",3.8,6,"AM7","Z",10.7,246
"PORSCHE","911 CARRERA 4S","MINICOMPACT",3.8,6,"M7","Z",11,253
"PORSCHE","911 CARRERA 4S CABRIOLET","MINICOMPACT",3.8,6,"AM7","Z",11,253
"PORSCHE","911 CARRERA 4S CABRIOLET","MINICOMPACT",3.8,6,"M7","Z",11.2,258
"PORSCHE","911 CARRERA GTS","MINICOMPACT",3.8,6,"AM7","Z",11,253
"PORSCHE","911 CARRERA GTS","MINICOMPACT",3.8,6,"M7","Z",11.2,258
"PORSCHE","911 CARRERA GTS CABRIOLET","MINICOMPACT",3.8,6,"AM7","Z",11.1,255
"PORSCHE","911 CARRERA GTS CABRIOLET","MINICOMPACT",3.8,6,"M7","Z",11.6,267
"PORSCHE","911 CARRERA S","MINICOMPACT",3.8,6,"AM7","Z",10.5,242
"PORSCHE","911 CARRERA S","MINICOMPACT",3.8,6,"M7","Z",10.7,246
"PORSCHE","911 CARRERA S CABRIOLET","MINICOMPACT",3.8,6,"AM7","Z",10.6,244
"PORSCHE","911 CARRERA S CABRIOLET","MINICOMPACT",3.8,6,"M7","Z",10.9,251
"PORSCHE","911 GT3","TWO-SEATER",3.8,6,"AM7","Z",14,322
"PORSCHE","911 TARGA 4","MINICOMPACT",3.4,6,"AM7","Z",10.8,248
"PORSCHE","911 TARGA 4","MINICOMPACT",3.4,6,"M7","Z",11.1,255
"PORSCHE","911 TARGA 4S","MINICOMPACT",3.8,6,"AM7","Z",11.2,258
"PORSCHE","911 TARGA 4S","MINICOMPACT",3.8,6,"M7","Z",11.4,262
"PORSCHE","911 TURBO","MINICOMPACT",3.8,6,"AM7","Z",11.9,274
"PORSCHE","911 TURBO CABRIOLET","MINICOMPACT",3.8,6,"AM7","Z",11.9,274
"PORSCHE","911 TURBO S","MINICOMPACT",3.8,6,"AM7","Z",11.9,274
"PORSCHE","911 TURBO S CABRIOLET","MINICOMPACT",3.8,6,"AM7","Z",11.9,274
"PORSCHE","BOXSTER","TWO-SEATER",2.7,6,"AM7","Z",9.2,212
"PORSCHE","BOXSTER","TWO-SEATER",2.7,6,"M6","Z",9.9,228
"PORSCHE","BOXSTER GTS","TWO-SEATER",3.4,6,"AM7","Z",9.5,218
"PORSCHE","BOXSTER GTS","TWO-SEATER",3.4,6,"M6","Z",10.7,246
"PORSCHE","BOXSTER S","TWO-SEATER",3.4,6,"AM7","Z",9.8,225
"PORSCHE","BOXSTER S","TWO-SEATER",3.4,6,"M6","Z",10.4,239
"PORSCHE","CAYENNE DIESEL (modified)","SUV - STANDARD",3,6,"A8","D",10.2,277
"PORSCHE","CAYENNE S","SUV - STANDARD",3.6,6,"A8","Z",12.2,286
"PORSCHE","CAYENNE TURBO","SUV - STANDARD",4.8,8,"A8","Z",14.2,327
"PORSCHE","CAYMAN","TWO-SEATER",2.7,6,"AM7","Z",9.2,212
"PORSCHE","CAYMAN","TWO-SEATER",2.7,6,"M6","Z",9.9,228
"PORSCHE","CAYMAN GTS","TWO-SEATER",3.4,6,"AM7","Z",9.5,218
"PORSCHE","CAYMAN GTS","TWO-SEATER",3.4,6,"M6","Z",10.7,246
"PORSCHE","CAYMAN S","TWO-SEATER",3.4,6,"AM7","Z",9.8,225
"PORSCHE","CAYMAN S","TWO-SEATER",3.4,6,"M6","Z",10.4,239
"PORSCHE","MACAN S","SUV - SMALL",3,6,"A7","Z",12.2,281
"PORSCHE","MACAN TURBO","SUV - SMALL",3.6,6,"A7","Z",12.3,283
"PORSCHE","PANAMERA","FULL-SIZE",3.6,6,"AM7","Z",10.9,251
"PORSCHE","PANAMERA 4","FULL-SIZE",3.6,6,"AM7","Z",11.1,255
"PORSCHE","PANAMERA 4S","FULL-SIZE",3,6,"AM7","Z",11.4,262
"PORSCHE","PANAMERA 4S EXECUTIVE","FULL-SIZE",3,6,"AM7","Z",11.5,264
"PORSCHE","PANAMERA GTS","FULL-SIZE",4.8,8,"AM7","Z",12.7,292
"PORSCHE","PANAMERA S","FULL-SIZE",3,6,"AM7","Z",11.4,262
"PORSCHE","PANAMERA TURBO","FULL-SIZE",4.8,8,"AM7","Z",12.8,294
"PORSCHE","PANAMERA TURBO EXECUTIVE","FULL-SIZE",4.8,8,"AM7","Z",12.9,297
"PORSCHE","PANAMERA TURBO S","FULL-SIZE",4.8,8,"AM7","Z",12.8,294
"PORSCHE","PANAMERA TURBO S EXECUTIVE","FULL-SIZE",4.8,8,"AM7","Z",12.9,297
"RAM","1500","PICKUP TRUCK - STANDARD",3.6,6,"A8","X",11.9,274
"RAM","1500 FFV","PICKUP TRUCK - STANDARD",3.6,6,"A8","X",11.9,274
"RAM","1500 FFV","PICKUP TRUCK - STANDARD",3.6,6,"A8","E",16.8,269
"RAM","1500 HFE","PICKUP TRUCK - STANDARD",3.6,6,"A8","X",11.3,260
"RAM","1500 (MDS)","PICKUP TRUCK - STANDARD",5.7,8,"A6","X",14.8,340
"RAM","1500 (MDS)","PICKUP TRUCK - STANDARD",5.7,8,"A8","X",13.6,313
"RAM","1500 ECODIESEL","PICKUP TRUCK - STANDARD",3,6,"A8","D",10.1,273
"RAM","1500 ECODIESEL HFE","PICKUP TRUCK - STANDARD",3,6,"A8","D",9.8,265
"RAM","1500 4X4","PICKUP TRUCK - STANDARD",3.6,6,"A8","X",12.6,290
"RAM","1500 4X4 FFV","PICKUP TRUCK - STANDARD",3.6,6,"A8","X",12.6,290
"RAM","1500 4X4 FFV","PICKUP TRUCK - STANDARD",3.6,6,"A8","E",17.8,285
"RAM","1500 4X4 (MDS)","PICKUP TRUCK - STANDARD",5.7,8,"A6","X",15.4,354
"RAM","1500 4X4 (MDS)","PICKUP TRUCK - STANDARD",5.7,8,"A8","X",14.1,324
"RAM","1500 4X4 ECODIESEL","PICKUP TRUCK - STANDARD",3,6,"A8","D",10.6,286
"RAM","CARGO VAN FFV","MINIVAN",3.6,6,"A6","X",11.4,262
"RAM","CARGO VAN FFV","MINIVAN",3.6,6,"A6","E",15.9,254
"RAM","PROMASTER CITY","SPECIAL PURPOSE VEHICLE",2.4,4,"A9","X",9.8,225
"ROLLS-ROYCE","GHOST","FULL-SIZE",6.6,12,"AS8","Z",16.1,370
"ROLLS-ROYCE","GHOST EWB","FULL-SIZE",6.6,12,"AS8","Z",16.1,370
"ROLLS-ROYCE","PHANTOM","FULL-SIZE",6.7,12,"AS8","Z",17.2,396
"ROLLS-ROYCE","PHANTOM EWB","FULL-SIZE",6.7,12,"AS8","Z",17.2,396
"ROLLS-ROYCE","PHANTOM COUPE","COMPACT",6.7,12,"AS8","Z",17.2,396
"ROLLS-ROYCE","PHANTOM DROPHEAD COUPE","COMPACT",6.7,12,"AS8","Z",17.2,396
"ROLLS-ROYCE","WRAITH","MID-SIZE",6.6,12,"AS8","Z",15.6,359
"SCION","FR-S","MINICOMPACT",2,4,"AS6","Z",8.4,193
"SCION","FR-S","MINICOMPACT",2,4,"M6","Z",9.6,221
"SCION","iQ","MINICOMPACT",1.3,4,"AV","X",6.4,147
"SCION","tC","COMPACT",2.5,4,"AS6","X",9,207
"SCION","tC","COMPACT",2.5,4,"M6","X",9,207
"SCION","xB","STATION WAGON - SMALL",2.4,4,"AS4","X",9.8,225
"SCION","xB","STATION WAGON - SMALL",2.4,4,"M5","X",9.8,225
"SMART","FORTWO CABRIOLET","TWO-SEATER",1,3,"AM5","Z",6.5,150
"SMART","FORTWO COUPE","TWO-SEATER",1,3,"AM5","Z",6.5,150
"SUBARU","BRZ","MINICOMPACT",2,4,"AS6","Z",8.4,193
"SUBARU","BRZ","MINICOMPACT",2,4,"M6","Z",9.6,221
"SUBARU","FORESTER AWD","SUV - SMALL",2,4,"AV8","Z",9.4,216
"SUBARU","FORESTER AWD","SUV - SMALL",2.5,4,"AV6","X",8.7,200
"SUBARU","FORESTER AWD","SUV - SMALL",2.5,4,"M6","X",9.6,221
"SUBARU","IMPREZA AWD","COMPACT",2,4,"AV6","X",7.6,175
"SUBARU","IMPREZA AWD","COMPACT",2,4,"M5","X",8.4,193
"SUBARU","IMPREZA WAGON AWD","STATION WAGON - SMALL",2,4,"AV6","X",7.6,175
"SUBARU","IMPREZA WAGON AWD","STATION WAGON - SMALL",2,4,"M5","X",8.4,193
"SUBARU","LEGACY AWD","MID-SIZE",2.5,4,"AV6","X",7.9,182
"SUBARU","LEGACY AWD","MID-SIZE",2.5,4,"M6","X",9.4,216
"SUBARU","LEGACY AWD","MID-SIZE",3.6,6,"AV6","X",10.2,235
"SUBARU","OUTBACK AWD","SUV - SMALL",2.5,4,"AV6","X",8.3,191
"SUBARU","OUTBACK AWD","SUV - SMALL",2.5,4,"M6","X",9.7,223
"SUBARU","OUTBACK AWD","SUV - SMALL",3.6,6,"AV6","X",10.5,242
"SUBARU","WRX","COMPACT",2,4,"AV8","Z",11.1,255
"SUBARU","WRX","COMPACT",2,4,"M6","Z",9.8,225
"SUBARU","WRX","COMPACT",2.5,4,"M6","Z",12.2,281
"SUBARU","XV CROSSTREK AWD","SUV - SMALL",2,4,"AV6","X",8.1,186
"SUBARU","XV CROSSTREK AWD","SUV - SMALL",2,4,"M5","X",9.1,209
"SUBARU","XV CROSSTREK HYBRID AWD","SUV - SMALL",2,4,"AV6","X",7.5,173
"TOYOTA","4RUNNER 4WD","SUV - STANDARD",4,6,"AS5","X",12.8,294
"TOYOTA","4RUNNER 4WD (Part-Time 4WD)","SUV - STANDARD",4,6,"AS5","X",12.8,294
"TOYOTA","AVALON","MID-SIZE",3.5,6,"AS6","X",9.6,221
"TOYOTA","CAMRY","MID-SIZE",2.5,4,"AS6","X",8.4,193
"TOYOTA","CAMRY","MID-SIZE",3.5,6,"AS6","X",9.5,218
"TOYOTA","CAMRY HYBRID LE","MID-SIZE",2.5,4,"AV","X",5.7,131
"TOYOTA","CAMRY HYBRID XLE/SE","MID-SIZE",2.5,4,"AV","X",5.9,136
"TOYOTA","COROLLA","MID-SIZE",1.8,4,"A4","X",7.6,175
"TOYOTA","COROLLA","MID-SIZE",1.8,4,"AV7","X",7.1,163
"TOYOTA","COROLLA","MID-SIZE",1.8,4,"AV","X",7.3,168
"TOYOTA","COROLLA","MID-SIZE",1.8,4,"M6","X",7.4,170
"TOYOTA","COROLLA LE ECO (1-mode)","MID-SIZE",1.8,4,"AV","X",6.8,156
"TOYOTA","COROLLA LE ECO (2-mode)","MID-SIZE",1.8,4,"AV","X",6.9,159
"TOYOTA","HIGHLANDER","SUV - SMALL",2.7,4,"AS6","X",10.7,246
"TOYOTA","HIGHLANDER","SUV - SMALL",3.5,6,"AS6","X",11.1,255
"TOYOTA","HIGHLANDER AWD","SUV - STANDARD",3.5,6,"AS6","X",11.6,267
"TOYOTA","HIGHLANDER HYBRID AWD","SUV - STANDARD",3.5,6,"AV6","X",8.5,196
"TOYOTA","HIGHLANDER HYBRID AWD LE","SUV - STANDARD",3.5,6,"AV6","X",8.4,193
"TOYOTA","PRIUS","MID-SIZE",1.8,4,"AV","X",4.7,108
"TOYOTA","PRIUS c","COMPACT",1.5,4,"AV","X",4.8,110
"TOYOTA","PRIUS v","STATION WAGON - MID-SIZE",1.8,4,"AV","X",5.6,129
"TOYOTA","RAV4","SUV - SMALL",2.5,4,"AS6","X",8.9,205
"TOYOTA","RAV4 AWD","SUV - SMALL",2.5,4,"AS6","X",9.5,218
"TOYOTA","RAV4 LE/XLE","SUV - SMALL",2.5,4,"AS6","X",8.9,205
"TOYOTA","RAV4 LIMITED AWD","SUV - SMALL",2.5,4,"AS6","X",9.6,221
"TOYOTA","SEQUOIA 4WD","SUV - STANDARD",5.7,8,"AS6","X",16.6,382
"TOYOTA","SIENNA","MINIVAN",3.5,6,"AS6","X",11.4,262
"TOYOTA","SIENNA AWD","MINIVAN",3.5,6,"AS6","X",12.5,288
"TOYOTA","TACOMA","PICKUP TRUCK - SMALL",2.7,4,"A4","X",11.2,258
"TOYOTA","TACOMA","PICKUP TRUCK - SMALL",2.7,4,"M5","X",10.5,242
"TOYOTA","TACOMA","PICKUP TRUCK - SMALL",4,6,"M6","X",13.1,301
"TOYOTA","TACOMA 4WD","PICKUP TRUCK - SMALL",2.7,4,"A4","X",12.3,283
"TOYOTA","TACOMA 4WD","PICKUP TRUCK - SMALL",2.7,4,"M5","X",12.3,283
"TOYOTA","TACOMA 4WD","PICKUP TRUCK - SMALL",4,6,"A5","X",13.4,308
"TOYOTA","TACOMA 4WD","PICKUP TRUCK - SMALL",4,6,"M6","X",14,322
"TOYOTA","TUNDRA","PICKUP TRUCK - STANDARD",4.6,8,"AS6","X",14.3,329
"TOYOTA","TUNDRA","PICKUP TRUCK - STANDARD",5.7,8,"AS6","X",15.2,350
"TOYOTA","TUNDRA 4WD","PICKUP TRUCK - STANDARD",4.6,8,"AS6","X",15.1,347
"TOYOTA","TUNDRA 4WD","PICKUP TRUCK - STANDARD",5.7,8,"AS6","X",16.6,382
"TOYOTA","VENZA","SUV - SMALL",2.7,4,"AS6","X",10.4,239
"TOYOTA","VENZA","SUV - SMALL",3.5,6,"AS6","X",10.9,251
"TOYOTA","VENZA 4WD","SUV - SMALL",2.7,4,"AS6","X",10.5,242
"TOYOTA","VENZA 4WD","SUV - SMALL",3.5,6,"AS6","X",11.3,260
"TOYOTA","YARIS","COMPACT",1.5,4,"A4","X",7.3,168
"TOYOTA","YARIS","COMPACT",1.5,4,"M5","X",7.1,163
"VOLKSWAGEN","BEETLE","COMPACT",1.8,4,"AS6","X",8.5,196
"VOLKSWAGEN","BEETLE","COMPACT",1.8,4,"M5","X",8.7,200
"VOLKSWAGEN","BEETLE","COMPACT",2,4,"AM6","Z",9.1,209
"VOLKSWAGEN","BEETLE","COMPACT",2,4,"M6","Z",9.2,212
"VOLKSWAGEN","BEETLE TDI (modified)","COMPACT",2,4,"AM6","D",6.9,183
"VOLKSWAGEN","BEETLE TDI (modified)","COMPACT",2,4,"M6","D",6.9,184
"VOLKSWAGEN","BEETLE CONVERTIBLE","SUBCOMPACT",1.8,4,"AS6","X",8.7,200
"VOLKSWAGEN","BEETLE CONVERTIBLE","SUBCOMPACT",2,4,"AM6","Z",9.4,216
"VOLKSWAGEN","BEETLE CONVERTIBLE","SUBCOMPACT",2,4,"M6","Z",9.2,212
"VOLKSWAGEN","CC","COMPACT",2,4,"AM6","Z",9.3,214
"VOLKSWAGEN","CC","COMPACT",2,4,"M6","Z",9.6,221
"VOLKSWAGEN","CC 4MOTION","COMPACT",3.6,6,"AS6","Z",11.8,271
"VOLKSWAGEN","EOS","SUBCOMPACT",2,4,"AM6","Z",9.5,219
"VOLKSWAGEN","GOLF","COMPACT",1.8,4,"AS6","X",8.1,186
"VOLKSWAGEN","GOLF","COMPACT",1.8,4,"M5","X",8,184
"VOLKSWAGEN","GOLF TDI (modified)","COMPACT",2,4,"AM6","D",6.5,177
"VOLKSWAGEN","GOLF TDI (modified)","COMPACT",2,4,"M6","D",6.5,178
"VOLKSWAGEN","GOLF GTI","COMPACT",2,4,"AM6","Z",8.5,196
"VOLKSWAGEN","GOLF GTI","COMPACT",2,4,"M6","Z",8.3,191
"VOLKSWAGEN","GOLF SPORTWAGON","STATION WAGON - SMALL",1.8,4,"AS6","X",8.2,193
"VOLKSWAGEN","GOLF SPORTWAGON","STATION WAGON - SMALL",1.8,4,"M5","X",8.2,189
"VOLKSWAGEN","GOLF SPORTWAGON TDI (modified)","STATION WAGON - SMALL",2,4,"AM6","D",6.7,180
"VOLKSWAGEN","GOLF SPORTWAGON TDI (modified)","STATION WAGON - SMALL",2,4,"M6","D",6.7,179
"VOLKSWAGEN","JETTA","COMPACT",1.8,4,"AS6","X",7.9,182
"VOLKSWAGEN","JETTA","COMPACT",1.8,4,"M5","X",8,184
"VOLKSWAGEN","JETTA","COMPACT",2,4,"AS6","X",8.9,205
"VOLKSWAGEN","JETTA","COMPACT",2,4,"M5","X",8.4,193
"VOLKSWAGEN","JETTA TDI (modified)","COMPACT",2,4,"AM6","D",6.5,175
"VOLKSWAGEN","JETTA TDI (modified)","COMPACT",2,4,"M6","D",6.5,176
"VOLKSWAGEN","JETTA GLI","COMPACT",2,4,"AM6","Z",8.8,202
"VOLKSWAGEN","JETTA GLI","COMPACT",2,4,"M6","Z",8.9,205
"VOLKSWAGEN","JETTA HYBRID","COMPACT",1.4,4,"AM7","Z",5.3,122
"VOLKSWAGEN","PASSAT","MID-SIZE",1.8,4,"AS6","X",8.3,191
"VOLKSWAGEN","PASSAT","MID-SIZE",1.8,4,"M5","X",8.4,193
"VOLKSWAGEN","PASSAT TDI (modified)","MID-SIZE",2,4,"AM6","D",6.9,185
"VOLKSWAGEN","PASSAT TDI (modified)","MID-SIZE",2,4,"M6","D",6.7,182
"VOLKSWAGEN","PASSAT","MID-SIZE",3.6,6,"AM6","Z",10.4,239
"VOLKSWAGEN","TIGUAN","SUV - SMALL",2,4,"AS6","Z",10.5,242
